frame_index,frame_label,structure_path,selection_score
423,set_000__step_00021200,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00021200.cif,0.999982
419,set_000__step_00021000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00021000.cif,0.999982
432,set_000__step_00021650,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00021650.cif,0.999977
3831,set_001__step_00191600,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00191600.cif,0.999975
1885,set_000__step_00094300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00094300.cif,0.999973
990,set_000__step_00049550,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049550.cif,0.999969
2623,set_001__step_00131200,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00131200.cif,0.999967
554,set_000__step_00027750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027750.cif,0.999962
934,set_000__step_00046750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00046750.cif,0.999961
619,set_000__step_00031000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00031000.cif,0.999961
2622,set_001__step_00131150,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00131150.cif,0.999956
989,set_000__step_00049500,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049500.cif,0.999943
768,set_000__step_00038450,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00038450.cif,0.999940
3833,set_001__step_00191700,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00191700.cif,0.999939
549,set_000__step_00027500,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027500.cif,0.999937
542,set_000__step_00027150,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027150.cif,0.999937
2936,set_001__step_00146850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00146850.cif,0.999933
1523,set_000__step_00076200,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00076200.cif,0.999931
3832,set_001__step_00191650,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00191650.cif,0.999925
418,set_000__step_00020950,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00020950.cif,0.999921
2475,set_001__step_00123800,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00123800.cif,0.999921
1662,set_000__step_00083150,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00083150.cif,0.999921
2295,set_001__step_00114800,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00114800.cif,0.999920
982,set_000__step_00049150,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049150.cif,0.999920
550,set_000__step_00027550,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027550.cif,0.999919
1977,set_000__step_00098900,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00098900.cif,0.999918
1525,set_000__step_00076300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00076300.cif,0.999916
3075,set_001__step_00153800,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00153800.cif,0.999916
2935,set_001__step_00146800,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00146800.cif,0.999901
983,set_000__step_00049200,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049200.cif,0.999894
2476,set_001__step_00123850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00123850.cif,0.999890
545,set_000__step_00027300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027300.cif,0.999890
620,set_000__step_00031050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00031050.cif,0.999889
730,set_000__step_00036550,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00036550.cif,0.999889
1527,set_000__step_00076400,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00076400.cif,0.999888
2937,set_001__step_00146900,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00146900.cif,0.999885
1376,set_000__step_00068850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00068850.cif,0.999883
1661,set_000__step_00083100,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00083100.cif,0.999883
2366,set_001__step_00118350,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00118350.cif,0.999883
506,set_000__step_00025350,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00025350.cif,0.999881
987,set_000__step_00049400,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049400.cif,0.999880
1479,set_000__step_00074000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00074000.cif,0.999880
503,set_000__step_00025200,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00025200.cif,0.999877
1660,set_000__step_00083050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00083050.cif,0.999869
2483,set_001__step_00124200,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00124200.cif,0.999869
992,set_000__step_00049650,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049650.cif,0.999869
1951,set_000__step_00097600,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00097600.cif,0.999867
1456,set_000__step_00072850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00072850.cif,0.999866
1666,set_000__step_00083350,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00083350.cif,0.999864
767,set_000__step_00038400,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00038400.cif,0.999863
1168,set_000__step_00058450,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00058450.cif,0.999859
2474,set_001__step_00123750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00123750.cif,0.999858
3007,set_001__step_00150400,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00150400.cif,0.999857
435,set_000__step_00021800,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00021800.cif,0.999849
1459,set_000__step_00073000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00073000.cif,0.999848
1457,set_000__step_00072900,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00072900.cif,0.999847
1658,set_000__step_00082950,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00082950.cif,0.999846
1529,set_000__step_00076500,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00076500.cif,0.999844
1852,set_000__step_00092650,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00092650.cif,0.999843
1800,set_000__step_00090050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00090050.cif,0.999838
434,set_000__step_00021750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00021750.cif,0.999838
776,set_000__step_00038850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00038850.cif,0.999838
424,set_000__step_00021250,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00021250.cif,0.999838
422,set_000__step_00021150,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00021150.cif,0.999837
2809,set_001__step_00140500,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00140500.cif,0.999837
978,set_000__step_00048950,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00048950.cif,0.999836
985,set_000__step_00049300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049300.cif,0.999834
1545,set_000__step_00077300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00077300.cif,0.999823
2525,set_001__step_00126300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00126300.cif,0.999818
981,set_000__step_00049100,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049100.cif,0.999817
1524,set_000__step_00076250,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00076250.cif,0.999806
2808,set_001__step_00140450,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00140450.cif,0.999805
1701,set_000__step_00085100,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00085100.cif,0.999803
2931,set_001__step_00146600,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00146600.cif,0.999801
1717,set_000__step_00085900,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00085900.cif,0.999799
1816,set_000__step_00090850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00090850.cif,0.999795
1941,set_000__step_00097100,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00097100.cif,0.999794
980,set_000__step_00049050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049050.cif,0.999794
555,set_000__step_00027800,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027800.cif,0.999789
1980,set_000__step_00099050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00099050.cif,0.999789
1639,set_000__step_00082000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00082000.cif,0.999785
1831,set_000__step_00091600,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00091600.cif,0.999781
1981,set_000__step_00099100,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00099100.cif,0.999778
1659,set_000__step_00083000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00083000.cif,0.999776
2364,set_001__step_00118250,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00118250.cif,0.999775
994,set_000__step_00049750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049750.cif,0.999772
1002,set_000__step_00050150,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00050150.cif,0.999772
1377,set_000__step_00068900,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00068900.cif,0.999769
1950,set_000__step_00097550,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00097550.cif,0.999769
1483,set_000__step_00074200,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00074200.cif,0.999767
1886,set_000__step_00094350,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00094350.cif,0.999764
832,set_000__step_00041650,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00041650.cif,0.999762
3834,set_001__step_00191750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00191750.cif,0.999759
1832,set_000__step_00091650,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00091650.cif,0.999759
2580,set_001__step_00129050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00129050.cif,0.999756
1985,set_000__step_00099300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00099300.cif,0.999756
1480,set_000__step_00074050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00074050.cif,0.999755
1034,set_000__step_00051750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00051750.cif,0.999754
454,set_000__step_00022750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00022750.cif,0.999753
785,set_000__step_00039300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00039300.cif,0.999752
977,set_000__step_00048900,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00048900.cif,0.999749
1017,set_000__step_00050900,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00050900.cif,0.999749
984,set_000__step_00049250,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049250.cif,0.999749
2446,set_001__step_00122350,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00122350.cif,0.999746
991,set_000__step_00049600,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00049600.cif,0.999743
1006,set_000__step_00050350,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00050350.cif,0.999741
1841,set_000__step_00092100,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00092100.cif,0.999738
621,set_000__step_00031100,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00031100.cif,0.999737
1318,set_000__step_00065950,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00065950.cif,0.999736
1798,set_000__step_00089950,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00089950.cif,0.999731
1478,set_000__step_00073950,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00073950.cif,0.999729
736,set_000__step_00036850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00036850.cif,0.999723
1146,set_000__step_00057350,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00057350.cif,0.999717
1718,set_000__step_00085950,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00085950.cif,0.999708
1810,set_000__step_00090550,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00090550.cif,0.999707
1997,set_000__step_00099900,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00099900.cif,0.999702
3567,set_001__step_00178400,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00178400.cif,0.999701
539,set_000__step_00027000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027000.cif,0.999701
2621,set_001__step_00131100,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00131100.cif,0.999701
2999,set_001__step_00150000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00150000.cif,0.999698
2956,set_001__step_00147850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00147850.cif,0.999696
1378,set_000__step_00068950,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00068950.cif,0.999696
540,set_000__step_00027050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027050.cif,0.999695
2019,set_001__step_00101000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00101000.cif,0.999693
1760,set_000__step_00088050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00088050.cif,0.999693
1996,set_000__step_00099850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00099850.cif,0.999693
2694,set_001__step_00134750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00134750.cif,0.999690
1455,set_000__step_00072800,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00072800.cif,0.999688
976,set_000__step_00048850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00048850.cif,0.999684
1968,set_000__step_00098450,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00098450.cif,0.999683
1966,set_000__step_00098350,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00098350.cif,0.999682
1834,set_000__step_00091750,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00091750.cif,0.999682
933,set_000__step_00046700,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00046700.cif,0.999678
732,set_000__step_00036650,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00036650.cif,0.999677
1844,set_000__step_00092250,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00092250.cif,0.999675
1282,set_000__step_00064150,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00064150.cif,0.999674
2553,set_001__step_00127700,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00127700.cif,0.999674
3830,set_001__step_00191550,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00191550.cif,0.999673
553,set_000__step_00027700,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027700.cif,0.999673
1933,set_000__step_00096700,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00096700.cif,0.999673
420,set_000__step_00021050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00021050.cif,0.999671
1656,set_000__step_00082850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00082850.cif,0.999671
1086,set_000__step_00054350,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00054350.cif,0.999670
2592,set_001__step_00129650,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00129650.cif,0.999667
507,set_000__step_00025400,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00025400.cif,0.999665
2571,set_001__step_00128600,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00128600.cif,0.999663
482,set_000__step_00024150,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00024150.cif,0.999662
543,set_000__step_00027200,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027200.cif,0.999661
1160,set_000__step_00058050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00058050.cif,0.999657
738,set_000__step_00036950,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00036950.cif,0.999655
2913,set_001__step_00145700,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00145700.cif,0.999651
548,set_000__step_00027450,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00027450.cif,0.999650
1016,set_000__step_00050850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00050850.cif,0.999645
1085,set_000__step_00054300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00054300.cif,0.999644
1820,set_000__step_00091050,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00091050.cif,0.999644
1035,set_000__step_00051800,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00051800.cif,0.999642
1988,set_000__step_00099450,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00099450.cif,0.999642
1559,set_000__step_00078000,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00078000.cif,0.999636
1408,set_000__step_00070450,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00070450.cif,0.999625
1842,set_000__step_00092150,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00092150.cif,0.999618
2696,set_001__step_00134850,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00134850.cif,0.999614
1083,set_000__step_00054200,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00054200.cif,0.999611
2365,set_001__step_00118300,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00118300.cif,0.999610
707,set_000__step_00035400,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00035400.cif,0.999609
1021,set_000__step_00051100,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_000/step_00051100.cif,0.999607
2555,set_001__step_00127800,/home/jovyan/AIMD-data/enol/vdw-cal/ketone_dataset/cif_frames/set_001/step_00127800.cif,0.999606
