frame_index,frame_label,structure_path,selection_score,vdw_total_score,surface_intermediate_score,water_dissociated_intermediate_score,interface_total,interface_organic_surface,interface_water_surface,interface_organic_water
3919,set_001__step_00196000,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00196000.cif,0.9889542156617463,85.974212,20.308686,0.133596,0.0,0.0,0.0,0.0
3697,set_001__step_00184900,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00184900.cif,0.986052039029272,86.818856,18.53778,0.655616,0.0,0.0,0.0,0.0
3978,set_001__step_00198950,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00198950.cif,0.9860270202651988,84.625024,17.364623,0.209018,0.0,0.0,0.0,0.0
3755,set_001__step_00187800,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00187800.cif,0.9854640980735551,85.178726,17.954154,0.981288,0.0,0.0,0.0,0.0
3894,set_001__step_00194750,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00194750.cif,0.9676382286715035,85.127439,17.367432,0.0,0.0,0.0,0.0,0.0
3934,set_001__step_00196750,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00196750.cif,0.9553915436577433,83.334688,16.341675,0.0,0.0,0.0,0.0,0.0
3084,set_001__step_00154250,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00154250.cif,0.9465474105579184,83.304787,18.013466,0.179441,0.0,0.0,0.0,0.0
3786,set_001__step_00189350,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00189350.cif,0.9402802101576182,83.349795,15.984091,0.0,0.0,0.0,0.0,0.0
2800,set_001__step_00140050,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00140050.cif,0.9325869402051539,82.590268,17.384765,0.653765,0.0,0.0,0.0,0.0
3459,set_001__step_00173000,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00173000.cif,0.9310858143607704,82.359521,15.768506,0.077526,0.0,0.0,0.0,0.0
3425,set_001__step_00171300,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00171300.cif,0.9258443832874657,84.545106,16.302545,0.0,0.0,0.0,0.0,0.0
3447,set_001__step_00172400,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00172400.cif,0.923317488116087,83.968308,16.170491,0.0,0.0,0.0,0.0,0.0
3731,set_001__step_00186600,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00186600.cif,0.9178759069301977,82.483717,15.275677,0.0,0.0,0.0,0.0,0.0
3193,set_001__step_00159700,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00159700.cif,0.9160120090067551,84.491082,17.525479,0.0,0.0,0.0,0.0,0.0
3018,set_001__step_00150950,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00150950.cif,0.9156367275456592,83.782492,15.419045,0.033618,0.0,0.0,0.0,0.0
3332,set_001__step_00166650,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00166650.cif,0.9139854891168375,83.775378,16.199744,0.0,0.0,0.0,0.0,0.0
3875,set_001__step_00193800,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00193800.cif,0.9120090067550664,81.74298,14.826259,0.0,0.0,0.0,0.0,0.0
3069,set_001__step_00153500,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00153500.cif,0.9098198648986741,81.418697,16.596577,0.027732,0.0,0.0,0.0,0.0
3178,set_001__step_00158950,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00158950.cif,0.909557167875907,83.790673,16.9644,0.0,0.0,0.0,0.0,0.0
2969,set_001__step_00148500,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00148500.cif,0.9081310983237427,86.327877,18.985871,0.0,0.0,0.0,0.0,0.0
3203,set_001__step_00160200,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00160200.cif,0.9080810607955967,83.955732,16.430009,0.0,0.0,0.0,0.0,0.0
3055,set_001__step_00152800,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00152800.cif,0.9068051038278708,83.80056,14.788037,0.037638,0.0,0.0,0.0,0.0
2612,set_001__step_00130650,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00130650.cif,0.9067550662997248,82.433091,16.284133,0.07351,0.0,0.0,0.0,0.0
1945,set_000__step_00097300,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00097300.cif,0.906117087815862,84.34981,21.032786,0.060953,0.0,0.0,0.0,0.0
3039,set_001__step_00152000,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00152000.cif,0.9058919189392044,85.860547,16.784498,0.0,0.0,0.0,0.0,0.0
2996,set_001__step_00149850,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00149850.cif,0.9047785839379535,87.427205,16.782026,0.0,0.0,0.0,0.0,0.0
3649,set_001__step_00182500,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00182500.cif,0.9045158869151864,82.59583,14.15251,0.033785,0.0,0.0,0.0,0.0
3625,set_001__step_00181300,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00181300.cif,0.9013385038779085,83.007944,14.529574,0.0,0.0,0.0,0.0,0.0
3854,set_001__step_00192750,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00192750.cif,0.8999749812359269,79.68768,17.231586,0.0,0.0,0.0,0.0,0.0
3165,set_001__step_00158300,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00158300.cif,0.894783587690768,82.371596,16.670387,0.0,0.0,0.0,0.0,0.0
3119,set_001__step_00156000,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00156000.cif,0.8932199149362022,85.078717,15.499389,0.0,0.0,0.0,0.0,0.0
2870,set_001__step_00143550,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00143550.cif,0.8908181135851888,83.730929,17.861425,0.0,0.0,0.0,0.0,0.0
3583,set_001__step_00179200,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00179200.cif,0.8901300975731798,80.05726,16.863886,0.0,0.0,0.0,0.0,0.0
3559,set_001__step_00178000,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00178000.cif,0.888353765323993,79.862242,18.237123,0.0,0.0,0.0,0.0,0.0
3819,set_001__step_00191000,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00191000.cif,0.8881661245934451,80.818403,14.561409,0.0,0.0,0.0,0.0,0.0
3797,set_001__step_00189900,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00189900.cif,0.8869151863897924,79.691349,16.088909,0.0,0.0,0.0,0.0,0.0
3142,set_001__step_00157150,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00157150.cif,0.8868276207155367,81.53195,17.403115,0.0,0.0,0.0,0.0,0.0
3843,set_001__step_00192200,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00192200.cif,0.8866649987490617,80.685029,14.548887,0.0,0.0,0.0,0.0,0.0
2744,set_001__step_00137250,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00137250.cif,0.8857518138603954,84.376493,18.066144,0.0,0.0,0.0,0.0,0.0
2772,set_001__step_00138650,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00138650.cif,0.8856017012759569,84.245847,17.613891,0.0,0.0,0.0,0.0,0.0
3280,set_001__step_00164050,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00164050.cif,0.8855141356017011,82.893834,15.020239,0.0,0.0,0.0,0.0,0.0
3390,set_001__step_00169550,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00169550.cif,0.8835501626219665,80.985506,15.913171,0.0,0.0,0.0,0.0,0.0
2079,set_001__step_00104000,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00104000.cif,0.8788216162121592,82.373866,15.941921,0.042673,0.0,0.0,0.0,0.0
2589,set_001__step_00129500,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00129500.cif,0.8787340505379034,85.871422,18.328038,0.0,0.0,0.0,0.0,0.0
3100,set_001__step_00155050,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00155050.cif,0.8770327745809358,81.114048,17.409806,0.0,0.0,0.0,0.0,0.0
3637,set_001__step_00181900,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00181900.cif,0.8751313485113834,82.555794,13.098514,0.057811,0.0,0.0,0.0,0.0
2719,set_001__step_00136000,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00136000.cif,0.8713910432824619,82.80479,17.240066,0.0,0.0,0.0,0.0,0.0
1902,set_000__step_00095150,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00095150.cif,0.8704278208656493,80.779785,18.361291,0.117406,0.0,0.0,0.0,0.0
3437,set_001__step_00171900,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00171900.cif,0.8674005504128095,82.002209,14.160205,0.0,0.0,0.0,0.0,0.0
2552,set_001__step_00127650,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00127650.cif,0.8669251938954216,83.497655,18.344332,0.0,0.0,0.0,0.0,0.0
2602,set_001__step_00130150,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00130150.cif,0.8668251188391294,80.141503,15.893519,0.08497,0.0,0.0,0.0,0.0
2494,set_001__step_00124750,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00124750.cif,0.8665499124343257,81.636154,14.81481,0.037798,0.0,0.0,0.0,0.0
1817,set_000__step_00090900,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00090900.cif,0.8661746309732299,81.265258,15.997147,0.462825,0.0,0.0,0.0,0.0
2632,set_001__step_00131650,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00131650.cif,0.8655366524893671,84.834225,15.974997,0.0,0.0,0.0,0.0,0.0
3269,set_001__step_00163500,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00163500.cif,0.8650237678258694,81.399604,14.893849,0.0,0.0,0.0,0.0,0.0
1857,set_000__step_00092900,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00092900.cif,0.8576557418063548,79.993396,17.925489,0.546968,0.0,0.0,0.0,0.0
2927,set_001__step_00146400,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00146400.cif,0.8481611208406304,80.354038,16.641528,0.0,0.0,0.0,0.0,0.0
2534,set_001__step_00126750,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00126750.cif,0.8458093570177634,86.589173,14.988282,0.0,0.0,0.0,0.0,0.0
2346,set_001__step_00117350,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00117350.cif,0.8451213410057543,82.97137,17.182753,0.0,0.0,0.0,0.0,0.0
3240,set_001__step_00162050,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00162050.cif,0.8440830622967226,82.00615,13.837149,0.0,0.0,0.0,0.0,0.0
1645,set_000__step_00082300,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00082300.cif,0.8437453089817362,79.91212,18.572335,0.122596,0.0,0.0,0.0,0.0
3221,set_001__step_00161100,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00161100.cif,0.8432824618463848,80.526856,14.731556,0.0,0.0,0.0,0.0,0.0
2316,set_001__step_00115850,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00115850.cif,0.8401676257192894,82.942717,16.708656,0.0,0.0,0.0,0.0,0.0
1926,set_000__step_00096350,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00096350.cif,0.8400175131348511,80.922838,15.030256,0.057201,0.0,0.0,0.0,0.0
1609,set_000__step_00080500,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00080500.cif,0.8355016262196647,80.387938,15.681079,0.168269,0.0,0.0,0.0,0.0
2224,set_001__step_00111250,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00111250.cif,0.8315736802601951,82.663291,16.773758,0.0,0.0,0.0,0.0,0.0
2402,set_001__step_00120150,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00120150.cif,0.8308481361020765,83.476595,15.288756,0.0,0.0,0.0,0.0,0.0
2175,set_001__step_00108800,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00108800.cif,0.82874655991994,81.148514,14.090557,0.036292,0.0,0.0,0.0,0.0
2003,set_001__step_00100200,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00100200.cif,0.8283087315486615,84.029949,17.230458,0.0,0.0,0.0,0.0,0.0
3342,set_001__step_00167150,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00167150.cif,0.8276707530647986,81.856689,13.104076,0.0,0.0,0.0,0.0,0.0
1689,set_000__step_00084500,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00084500.cif,0.8247685764323243,79.654021,15.922748,0.238388,0.0,0.0,0.0,0.0
1719,set_000__step_00086000,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00086000.cif,0.824030522892169,79.407866,18.071985,0.046841,0.0,0.0,0.0,0.0
3380,set_001__step_00169050,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00169050.cif,0.8239929947460595,80.810904,13.371007,0.0,0.0,0.0,0.0,0.0
2044,set_001__step_00102250,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00102250.cif,0.8204403302476857,82.352435,18.101672,0.0,0.0,0.0,0.0,0.0
2130,set_001__step_00106550,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00106550.cif,0.8182136602451838,79.615109,15.067629,0.058051,0.0,0.0,0.0,0.0
2656,set_001__step_00132850,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00132850.cif,0.8161746309732298,82.453984,14.134026,0.0,0.0,0.0,0.0,0.0
3662,set_001__step_00183150,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00183150.cif,0.8143232424318239,78.975559,13.898752,0.0,0.0,0.0,0.0,0.0
2091,set_001__step_00104600,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00104600.cif,0.8121090818113584,80.013826,14.510905,0.022656,0.0,0.0,0.0,0.0
2471,set_001__step_00123600,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00123600.cif,0.811858894170628,80.282638,16.44493,0.0,0.0,0.0,0.0,0.0
3364,set_001__step_00168250,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00168250.cif,0.8106579934951215,83.291911,12.116754,0.0,0.0,0.0,0.0,0.0
2510,set_001__step_00125550,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00125550.cif,0.8097823367525645,81.35903,14.892583,0.0,0.0,0.0,0.0,0.0
1996,set_000__step_00099850,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00099850.cif,0.8096572429321991,79.334116,15.597681,0.028422,0.0,0.0,0.0,0.0
2368,set_001__step_00118450,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00118450.cif,0.8082436827620715,81.727936,15.077499,0.0,0.0,0.0,0.0,0.0
1568,set_000__step_00078450,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00078450.cif,0.8074055541656242,78.845885,17.79908,0.109023,0.0,0.0,0.0,0.0
2444,set_001__step_00122250,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00122250.cif,0.8052789592194145,80.524964,15.746225,0.0,0.0,0.0,0.0,0.0
3681,set_001__step_00184100,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00184100.cif,0.8051038278709032,78.907249,13.602966,0.0,0.0,0.0,0.0,0.0
3410,set_001__step_00170550,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00170550.cif,0.8008256192144108,80.065757,13.0828,0.0,0.0,0.0,0.0,0.0
2946,set_001__step_00147350,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00147350.cif,0.8005504128096071,83.520545,12.638496,0.0,0.0,0.0,0.0,0.0
1778,set_000__step_00088950,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00088950.cif,0.7993745308981737,82.859262,16.125432,0.0,0.0,0.0,0.0,0.0
2417,set_001__step_00120900,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00120900.cif,0.7958719039279459,80.576889,15.189422,0.0,0.0,0.0,0.0,0.0
2382,set_001__step_00119150,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00119150.cif,0.7930447835876908,82.275096,14.111011,0.0,0.0,0.0,0.0,0.0
3996,set_001__step_00199850,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00199850.cif,0.7913059794846135,77.902116,13.561738,0.0,0.0,0.0,0.0,0.0
2334,set_001__step_00116750,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00116750.cif,0.7908806604953715,80.786554,12.676472,0.085652,0.0,0.0,0.0,0.0
1582,set_000__step_00079150,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00079150.cif,0.7887915936952715,79.004885,15.404071,0.079673,0.0,0.0,0.0,0.0
2244,set_001__step_00112250,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00112250.cif,0.788378784088066,83.878978,13.819011,0.0,0.0,0.0,0.0,0.0
2811,set_001__step_00140600,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00140600.cif,0.7853640230172629,83.19689,12.567076,0.0,0.0,0.0,0.0,0.0
1534,set_000__step_00076750,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_000/step_00076750.cif,0.7836502376782587,81.841684,17.641718,0.0,0.0,0.0,0.0,0.0
3253,set_001__step_00162700,/home/jovyan/AIMD-data/enol/vdw-cal/intermediates_enol2_H_dataset/cif_frames/set_001/step_00162700.cif,0.7820615461596196,79.7635,13.089197,0.0,0.0,0.0,0.0,0.0
